"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","VP","Fahrt[Manuell]","Fahrt[HandsOn]","Fahrt[HandsOff]","ManuellNotizProband","ManuellNotizFahrt","HOnNotizProband","HOnNotizFahrt","HOffNotizProband","HOffNotizFahrt","SonstigeAnmerkungen","FahrerInitierteTrans","SysteminitierteTrans","DMS","HMI","Geschwindigkeit","Systemverhalten","BewertungL2","L2PrivatesFahrzeug[ACC]","L2PrivatesFahrzeug[Spurhaltung]","L2PrivatesFahrzeug[Haendefrei]","AnmerkungenBewertung","KommentareL2","KommentareStudie"
"74","2022-08-02 19:18:00","3","de","","2022-08-02 18:27:00","2022-08-02 19:18:00","63","Y","","","teils 130, Schlangenlinien in eigener Spur, teils auch auf Standspur, kurz berührt, liest sich Texte laut vor, Szenario 1 nicht erkannt (115 km/h), fährt zwischen 100 und 130 km/h, Szenario 2 nicht erkannt, erst nach einigen hundert Meter Geschwindigkeit etwas reduziert, immer wieder Beschleunigungsvorgänge, um 120 km/h (teils auch bis zu 135 km/h) zu erreichen, bei m5 3600 Standspur in Linkskurve überquert, Szenario 3 nicht erkannt (130 km/h), dann etwas später auf 110 km/h reduziert, Anfang m7 145 km/h, Baustelle spät erkannt und auf 80 runtergebremst, beim Spurwechsel kurz Notbremsung (nicht kritisch) aktiv (Nachfrage von Probanden, da auch Blinker aktiv war), Szenario 5 erkannt, öfter Standspur kurz überquert, lange 90 km/h gefahren, auch nach 120 km/h Schild, bei m9 4500 in Linkskurve fast voll auf Standspur gekommen, Szenario 6 nicht erkannt, obwohl direkt auf Straße geschaut, ab etwa m10 konzentriertes Fahren, trotzdem teilweise bis zu 140 km/h schnell, Szenario 7 erkannt, ab m11 wieder Interaktion mit Tablet (aber nur kurz), gibt Abwechelsnd Vollgas und Leergas, angespannt, genervt, Pannenfahrzeug erkannt, Notbremsung aktiv (nicht kritisch) nach links mit Blinker ausgeschert.","","","","","","Statt Eingabe Toledo auf Weiter geklickt","Baustelle relativ spät erkannt, nach links gezogen, in Rückspiegel, Pannenfahrzeug früh gesehen, etwas gewartet (vllt fährt Auto), dann nach links und in Außenspiegel","","","i.o.","auf reale Schilder geachtet, sonst an Erkennung im Display angepasst","","","","","","","","Proband war müde, ab 2. Hälfte etwas erschöpft"
"75","2022-08-03 13:11:01","3","de","970573052","2022-08-03 12:13:24","2022-08-03 13:11:00","64","","","Y","","","","","schlechtes Eyetracking, auch für Windschutzscheibe, teils Probleme, Warnmeldungen zu deaktivieren (Eyetracking), Szenario 2 erkannt, teils Fahrzeugstop, weil Blicke nach vorne nicht erkannt wurden, ab m6 besseres Eyetracking, Baustelle frühzeitig erkannt, nach links gelenkt ohne Notbremsung (versucht Automation zu aktivieren?), keine Beschäftigung mit Tablet während der Baustelle, shaut auf Fahrbahn, wenn 1. Warnmeldung ertönt, Szenario 6 nicht erkannt, Pannenfahrzeug nicht erkannt, Notbrmesung bis Stillstand, dann links vorbei","Fahrzeugstop wegen fehlerhaften EyeTracking","Quiz vorzeitig beendet und neu gestartet","Baustelle: frühzeitig erkannt wegen Schildern, dann nach links, versucht die Automation zu aktivieren, keine Tabletbeschäftigung, Pannenfahrzeug erst nach Auslösung Notbremsung, dann in Stillstand und links vorbei","i.o.","bisschen nervig wegen der ABlenkung, sicherheitsmäßig passt alles, wenn es peipst, dann nach vorne schauen","in Baustelle nicht drauf geschaut, ob Automation verfügbar ist, Anzeige, ob Temposchild erkannt wurde oder nicht, wann war das letzte erkannte Schild, Signalton kurz vor einem Schild, um nach oben zu schauen","Szenario 2 gebremst und dann 100 bis 120 km/h Schild gefahren, Szenario 6 nicht erkannt, auf Schilder geachtet, aber nicht immer dann auch verglichen oder in Ferne erkannt aber dann aus der nähe nicht mehr drauf geschaut.","gute Spurführung, automatischer Spurwechsel gewünscht, level 3 take over request gewünscht","EheJa","Ja","EheJa","EheJa","Stressig, dass man trotz Automation aufmerksam sein muss, es neigt dazu, in kritischen SItuationen unaufmerksam zu sein, weil man an das manuelle fahren nicht gewöhnt ist, einschätzung abstände, pedalgefühl, Spurhalte ist das Aktive am Fahren","","kein Platz für Füße bei der Automation"
"76","2022-08-03 15:14:35","3","de","1999344978","2022-08-03 14:21:17","2022-08-03 15:14:35","66","","Y","","","","mesite Konzentration auf Tablet, ab und zu prüfende Blicke zur Fahrumgebung, Szenario 2 erkannt, dann aber recht schnell wieder Automation auf 120 km/h eingestellt, Baustelle erkannt, aber nicht reagiert (noch Tabletaufgabe), dann nach links mit Notbremsung (nicht kritisch), dann versucht, die Automation zu aktivieren in der Baustelle, etwas Schlangenfahrt manuell in Baustelle, SZenario 6 erkannt, manuell gebremst und mit 100 km/h gefahren bis nächstes 120 km/h Schild, angespannt, gelangweilt ab Ende, Pannenfahrzeug nicht erkannt Notbremsung, sehr erschrocken, nach links ausgewichen","","","","kaum EyeTracking Daten, wenn Probandin zum Tablet schaut","Baustelle: war schon am Bremsen, hat sich gewundert, warum Notbremsung angeschlagen hat, Automation versucht zu aktivieren, kurz gebraucht, um die Situation zu checken, manuelle Fahrt ungewohnt (Lenkrad hat schnell reagiert), Pannenfahrzeug richtig spät bemerkt, erst nach Notbremsung, gebremst, dann nach links, nicht in Spiegel geschaut","i.o.","keine Warnungen erhalten","verständlich, i.o.","Szenario 2: nicht sicher, wie lange Automation deaktiviert werden soll (Instruktion), Szenario 6 erkannt, manuell gebremst, erst ab 120 beschleunigt","angenehme Spurführung, kein automatischer Spurwechsel","EheJa","EheJa","EheJa","Manue","für Langstrecken mit Tempomat praktisch, mit Spurhalte noch weniger, eine Hand am Lenkrad ausreichend, entspannt","",""
"77","2022-08-03 18:36:11","3","de","1983911783","2022-08-03 17:39:22","2022-08-03 18:36:11","67","","","Y","","","","","versucht Warnungen schon vor Auftreten zu deaktivieren, wenig Warnmeldungen, Szenario 2 nicht erkannt, routiniertes Abwechseln, Baustelle vor 80 km/h Schild nach links gewechselt, keine Notbremsung, dann Automation aktiviert links, deaktiviert worden von System, dann manuell gefahren, Szenario 6 nicht erkannt, kaum Warnmeldungen, Pannenfahrzeug sehr spät erkannt, dann Notbremsung und nach links","","","Baustelle: Deaktivierung der Automation erst später mitbekommen, nicht versucht, diese zu aktivieren in der Baustelle, Pannenfahrzeug erst sehr spät durch akustische Warnung, bei flüchtigem Hochschauen von Tablet nicht wahrgenommen, beim Ausweichen, aber nicht davor auf Außenspiegel geschaut ","i.o.","Warnungen logisch, zusätzlicher Stress durch Warnungen am Anfang, danach Gewöhnung, kurze flüchtige Blicke nach vorne, um Warnungen nicht zu aktivieren","spartanisch, privat Head-Up Display","Szenario 2 nicht gecheckt, Szenario 4 bewusster gesehen, aber dann unsicher, ob Schild von Proband richtig erkannt wurde. Eher Systemvertrauen als Eigenvertrauen, Beschleunigungen durch Motorengeräusch, Verzögerungen eher weniger (teils durch nicken des Bildschirms)","nicht auffällig (Spurhalte), kein automatischer Spurwechsel, besseres eigenes Vertrauen als System","EheJa","Ja","EheJa","EheJa","für Langstrecke ,entspanntes Fahren (schon Erfahrungen mit Tempomat und ACC)","",""
"78","2022-08-03 20:31:51","3","de","1597307024","2022-08-03 19:35:08","2022-08-03 20:31:51","68","","Y","","","","meiste Konzentration auf Tablet, aber auch prüfende Blicke zur Fahrumgebung, Szenario 2 erkannt, aber erst etwas später reagiert, dann Automation aktiviert, gemerkt, dass diese bis 120 km/h geht, dann wieder deaktiviert und manuell bis 120 km/h Schild gefahren, Baustelle erkannt, beim Spurwechsel Notbremsung kurz aktiviert (nicht kritisch), deshalb Rückfragen zum Notbremsassistenten von Proband, Szenario 6 erkannt, manuell gefahren bis nächstes 120 km/h Schild, Pannenfahrzeug nicht erkannt, Notbremsung dann nach links","SmartEye am Anfang abgestürzt, kein EyeTracking bis min 4 etwa, 2 Logfiles","","","","Baustelle bei 80 er Schild erkannt, nach links kurz mit Notbremsung (nach links), nicht die Automation aktiviert, Umstellung auf manuelle Fahrt, Pannenfahrzeug erst bei Notbremsung bemerkt, in Spiegel geschaut und nach links","gerade Strecken nicht kontrolliert ,sonst alles kontrolliert mit HandsOn","nur Fingerspitzen, kurz irritiert wegen gedachten Kontakt, Warnung verstanden","i.o.","beide Szenarien erkannt, kurz überlegt, wie fest man die Bremse betätigen muss, dann manuell und ab 120 reaktiviert, bei Szenario 2 einmal wieder abgebremst, da AUtomation bis 120","teilweise manchmal mehr vibriert, jewissen Widerstand war in Ordnung, Spurwechsel gewünscht, persönlich nein und nur wenn Gefahrensituation hinten mit einbezogen wird.","EheJa","Ja","Ja","Manue","erleichtert, gibt Sicherheit, Autobahnen, Innenstadt nicht","","akustik und Motorengeräusch wurde positiv aufgenommen, da es realisitischer wurde, aber dennoch ungewohnter zustand, beim Fahren so viel zu lesen."
"79","","1","de","","2022-08-04 09:48:00","2022-08-04 09:48:00","69","","Y","","","","meiste Zeit Beschäftigung mit Tablet, Szenario 2 nicht erkannt, Baustelle spät erkannt, nach links gewechselt, kurz Notbremsung, nicht kritisch, am Anfang der Baustelle kurz noch am Tablet, dann rein manuelle Fahrt, Szenario 6 nicht erkannt, angespannt, gelangweilt, Hände immer am Lenkrad, Pannenfahrzeug sehr spät erkennt, erst bei Notbremsung, dann stark selbst gebremst und nach links ausgewichen, kurz erschrocken gewesen","","","","","Baustelle schon füher gesehen, aber im Fokus, dass das Auto selbst den Spurwechsel durchführt, dann selber übernommen, abgebremst, nicht die Automation aktiviert, kurz auf Tablet, Reflex, aber dann Konzentration auf manuelle Fahrt, Pannenfahrzeug, sehr spät erkannt, während Schrecksekunde Notbremsung aktiviert, in Seitenspiegel geschaut, sehr stark sonst auf Verkehr geachtet","","immer eine Hand am Lenkrad, keine Warnungen erhalten","i.o., gerne Navi","nicht auf jedes Schild geachtet, sonst Systemvertrauen","guter Spurhalteassistant","EherN","EheJa","Ja","Manue","sehr praktisch, aber persönlich gerne manuelle Fahrt, Spurhalteassistant super","",""
"80","2022-08-04 12:37:00","3","de","","2022-08-04 11:45:00","2022-08-04 12:37:00","70","","Y","","","","E: etwas unwohl am Anfang, danach besser, V: teilweise Hände zwischenzeitlich nicht fest genug am Lenkrad oder nicht auf dem Lenkrad, meiste Konzentration auf Tablet, Beobachtung des Fahrgeschehens bei vorbeifahrenden Fahrzeugen, 1 HandsOff Warnung erhalten, nicht verstanden warum, teilweise noch Bremspedal bei Automation berührt, Szenario 2 nicht erkannt, Baustelle nicht erkannt, Notbremsung ausgelöst bis fast Stillstand, dann nach links, Rückfrage an Versuchsleiter, ob es das jetzt schon war, dann manuelle Fahrt bis teils 120 km/h (statt 80 km/h) nach Baustelle gedacht, dass Automation wieder aktiv, dabei Gaspedal gedrückt und ohne Kontrolle bis 150 km/h gefahren, dann Automation richtig aktiviert, Szenario 6 nicht erkannt, kaum Blicke zum Fahrgeschehen, Pannenfahrzeug überhaupt nicht erkannt, Notbremsung, auch dann noch keine Blicke zum Fahrgeschehen, bis in Stillstand, dann nach links.","","","","","Baustelle: zu spät erkannt, nicht am Tablet gewesen in der Baustelle, kein Gefühl für Gaspedal, Probandin wollte nach Baustelle Automation aktivieren, hat gedacht, dass es so wäre zusätzlich noch auf dem Gas, nach 150 km/h Automation aktiviert, Pannenfahrzeug: durch Tablet abgelenkt, total abgelenkt","i.o.","teils Hände nicht fest genug am Lenkrad gehabt","i.o.","auf Geschwindigkeiten nicht drauf geachtet, total aufs Tablet fixiert, Systemvertrauen","gut, Spurwechsel wünschenswert","Ja","Ja","Ja","Manue","Erleichterung, eher weniger in Städten zu riskant","","Tablet: schwierigkeit, das richtige zu filtern, da Aufmerksamkeit nicht ausschließlich beim Tablet war"
"81","2022-08-04 14:33:35","3","de","362185134","2022-08-04 13:44:53","2022-08-04 14:33:35","71","Y","","","viele Schlangenlinien, teils 140 km/h und dann wieder ausrollen lassen auf 100 km/h, teils größtenteils auf Standspur oder kurz Überholspur berührt und auch überquert, Szenario 1 erkannt ausrollen lassen, teils 150 km/h schnell, dann in Schlangenlinien abbremsen und beschleunigen, m3 ca. 3300m fast ganz auf Standspur gefahren, immer wieder Schlangenlinien und Berührung/Überquerung der benachbarten Fahrspuren, Szenario 2 erkannt, aber schon vorher nur 110 km/h gefahren, teils große Schlangenlinien, öfters 130-140 km/h, Fastkollision m5 mit Überholverkehr, knapp an Leitplanke vorbei, teils sehr nah dran an Überholverkehr, dann wieder serh weit nach rechts auf Standspur, Szenario 3 erst später über Verkehrsschilderkennung im Display erkannt, sehr viele Schlangenkurven, m7 3000m fast rechts die Böschung abgefahren, 150 km/h  kurz vor Baustelle gefahren, dann abgebremst, Baustelle frühzeitig erkannt, ohne Notbremsung nach links, teilweise in Baustelle  kuz auf Tablet geschaut, enge Schlangenfahrt, oft viel zu schnell (135-140 km/h), Szenario 5 erkannt, danach viele Schlangenlinien, Szenario 6 erkannt, Szenario 7 erkannt, aber sehr oft Fahrbahnabweichungen, oft zu schnell, Pannenfahrzeug nicht erkannt, Notbremsung bis Stillstand, dann links vorbei","","","","","","","Baustelle: rechtzeitig erkannt, in Baustelle auf Tablet geschaut, Pannenfahrzeug: sehr spät erkannt durch Notbremsung","","","i.o.","versucht, die Verkehrszeichen zu erkenne und darauf zu reagieren, aber nicht ganz sicher, ob alle Situationen richtig gehandelt","","","","","","","","Tabelt recht weit weg von Blickrichtung, Schreiben schwieriger, da Genauigkeit gefragt"
"82","2022-08-04 17:51:09","3","de","866815113","2022-08-04 17:00:09","2022-08-04 17:51:09","72","","","Y","","","","","versucht Warnungen schon vor Aktivierung mit kurzen Blicken zu deaktivieren, öfter 1. Warnmeldungen, teils auch 2 und 3. da weiterhin HandsOff, Szenario 2 nicht erkannt, 2 und 3 Warnmeldung teils auch, da Blicke nach vorne nicht sofort erkannt wurden, teilweise in 3. Warnstufe durch manuelle Fahrt kurz Überholspur überquert, Baustelle nicht erkannt, Notbremsung, dann währenddessen nach links (kritisch), in Baustelle Vorderfahrzeug sehr nah aufgefahren (teils 120 km/h), schaut öfters ins Display anstatt nach vorne, so keine Deaktivierung, Szenario 6 nicht erkannt, trotz vorherigem Fahrzeugstopp unmittelbar davor, müde, oft bei 2. Warnstufe kein HandsOn, Pannenfahrzeug sehr spät erkannt, Notbremsung bis Stillstand, dann nach links","VOrderfahrzeug Pannensituation ansehen","Quiz am Anfang beendet und neu gestartet","Baustelle: erst relativ spät erkannt, dass es überhaupt eine Baustelle ist, Notbremsung, keine Automation in Baustelle und auch nicht Tablet, Pannenfahrzeug: schon vor Notbremsung gesehen, aber zu spät, bis in Stillstand","i.o.","hat Warnungen verstanden, Piepsen war nervig, Blinken war okay, bei 2. Warnstufe auf das Display anstatt Windschutzscheibe geschaut, manchmal Automation deaktiv, damit Warnungen nicht mehr erscheinen, sonst alle paar Sekunden hochschauen","i.o.","Systemvertrauen","gute Spurführung, Spurwechsel automatisch wäre gut gewesen","EheJa","Ja","EheJa","Ja","manchmal nicht komplettes Vertrauen, alles in einem gutes System, sicherheitsgefühl","",""
"83","","3","de","","2022-08-04 18:36:00","2022-08-04 19:27:00","73","","","Y","","","","","Deaktiviert und Aktiviert Automation manchmal bei 2./3. Warnstufe selber (Modus/Deaktivierung der Warnmeldungen nicht immer klar), öfter bis 2. Warnstufe, leichte Überforderung, Szenario 2 nicht erkannt, obwohl nach vorne geschaut, HandsOn Fahren nach vielen Warnmeldungen, teils auf Display geschaut und nicht auf die Windschutzscheibe geschaut, um Warnungen zu deaktivieren, Baustelle frühzeitig erkannt, nach links in leichter Schlangenfahrt rüber (keine Notbremsung), in Baustelle fast an Leitplanke und Baustellenschilder, Schlangenfahrt, bei m9 4000 Fahrzeugstop wegen schlechter EyeTracking Erkennung, Szenario 6 nicht erkannt, Überforderung, genervt, Pannenfahrzeug spät erkannt, nach links ausgewichen","","schlechtes EyeTracking für Windschutzscheibe, erkennt ","Baustelle: Schild gesehen (Reißverschluss), einmal versucht die Automation zu aktiviernen, kurz Leitplanke, dann in Baustellenschild (Lenkrad leicht) kein Tablet, Pannenfahrzeug ziemlich spät, nach links ohne Spiegel","i.o.","nicht immer verstanden, aber größtenteils, auch EyeTracking Probleme verantwortlich, nicht versucht auszutricksen, waren nervig, Wichtigkeit war klar, Automatismus, das sin Display geschaut wurde, HandsOn gefahren, um 2. Warnung einfacher zu deaktivieren","i.o.","gar nicht auf Geschwindigkeiten geachtet, Systemvertrauen","sehr angenehme Spurführung, automatischer Spurwechsel praktisch, Ausweichmanöver kontrollierter dadurch","","","","","weil Probandin System nicht, es braucht Eingewöhnungszeit wie Automatik","",""
"84","2022-08-04 21:54:50","3","de","1790972128","2022-08-04 21:07:55","2022-08-04 21:54:50","74","","Y","","","","meiste Zeit am Tablet, Szenario 2 nicht erkannt, Baustelle erkannt, nach links gezogen ohne Notbremsung, in der Baustelle versucht, die Automation zu aktivieren, keine Beschäftigung mit Tablet in Baustelle, Szenario 6 nicht erkannt, kaum Blicke zum Fahrgeschehen, Pannenfahrzeug per Zufall gesehen beim Hochblicken, antizipiert und nach links gelenkt, aber mit Notbremsung ","","","","","Baustelle: bei Tempo 80, Automation versucht zu aktivieren, woltle gleich mit Frage weitermachen, beim 2. Aktivieren gecheckt, kein Tablet, Pannenfahrzeug: evtl. Blinken i nder Ferne erkannt, per Zufall nach vorne geschaut, gebremst, nach links, nicht in Spiegel geschaut","i.o.","Hände immer am Lenkrad","i.o. head up display wäre cool gewesen","Systemvertrauen, keine Schilder vergleichen, Verzögerungen/Beschelunigen nicht bemerkt, blind gefahren","serh angenehme Spurführung, in Kurven etwas vibriert","EheJa","Ja","Ja","Manue","erst bisschen Vertrauen aufbauen Tempomat so schon persönlich genutzt, jede AUtomation macht Fahren entspannter, viele Kilometer für Vertrauensaufbau und Funktion (sicher), Längsführung auf Autobahn in rechter Spur  (die Geschw.) und entspannt fahren will, bei sportlicher Fahrweise nicht, Querführung, wenn das System gut funktioniert (schlechte pers. Erfahrungen)","",""
"85","2022-08-05 09:46:20","3","de","781677003","2022-08-05 08:48:03","2022-08-05 09:46:20","75","","Y","","","","meiste Konzentration auf Tablet, 1 mal HandsOn Warnung erhalten, Szenario 2 nicht erkannt, Baustelle erkannt, aber nicht schnell genug rübergezogen auf links, Notbremsung kurz aktiv (nicht kritisch), Szenario 6 nicht erkannt, Müdigkeit, Pannenfahrzeug nicht erkannt, erst bei Notbremsung, dann nach links rüber","SmartEye Computer kurzzeitig abgemeldet ca. min 29 (Neustart Logfile und Recording SmartEye","","","","Baustelle: relativ früh aus der Entfernung gesehen dreieickiges Baustellenschild, warten bis Reisverschluss, Notbremsung (nicht kritisch), Lenkung war etwas schwierig, nicht aktiviert, da kein Symbol, am Tablet während der Baustelle, Pannenfahrzeug erst bei Notbremsung erkannt (Beschäftigung mit Frage auf Tablet), in Spiegel geschaut vor Spurwechsel links","i.o.","erst kurz verwundert, dann Display gesehen, Hand wohl zu locker am Lenkrad","auf Tempo geschaut, sonst okay","teilweise Schilder gesehen aber wenig nachgeprüft, Systemvertrauen, Verzögerungen, Beschleunigungen mitbekommen, nicht viel von Geschw.beschränkungen mitbekommen","sehr angenehme Spurführung, beim Aktivieren teils hohe Lenkeinschläge, Übernahmeaufforderung gewünscht (Level 3), automatischer Spurwechsel gewünscht","EheJa","Ja","Ja","Manue","Spurhalteassistant sehr gut, will sich auch bisschen auf sich selbst verlassen","","Abbremsvorgänge komisch in der Simulation, durch ""Schwimmen"" bei Spurwechsel nicht genau, wie stark man lenkt"
"86","2022-08-05 11:26:00","3","de","","2022-08-05 10:35:00","2022-08-05 11:26:00","76","","Y","","","","meiste Aufmerksamkeit bei Tablet, gelegentlich kurze Blicke zum Fahrgeschehen, Szenario 2 nicht erkannt, Baustelle erkannt, rechtzeitig nach links ohne Notbremsung, dann Automation aktiviert, systemseitig in Baustelel deaktiviert, dann manuelle Fahrt, nachdem Fahrzeug nach links fast in Leitplanke gefahren ist, während Baustellenfahrt am Tablet, sehr vertieft in Tablet, Szenario 6 nicht erkannt, Nacken- und Armbewegungen nach etwa 40 min, Pannenfahrzeug nicht erkannt, Notbremsung bis Stillstand, dann nach links","","","","","Baustelle: Baustellenschild am Ende vor Einfädeln, ohne Notbremsung, Automation aktiviert kurz vor Baustelle auf linker Spur, dann wieder deaktiviert und in Baustelle mitbekommen, nicht wieder versucht, zu aktivieren, am Tablet in Baustelle, Pannenfahrzeug; erst bei Notbremsung erkannt bis Stillstand","","Hände immer am Lenkrad","i.o.","Geschwindigkeiten nicht verglichen, Systemvertrauen, Geschw.ändernungen aber mitbekommen","gut, automatischer Spurwechsel wäre gut, Warnung mitteilen, Übernahmeaufforderung gewünscht (Level 3)","EheJa","Ja","EheJa","Manue","persönlich gerne manuell fahren, situationsabhängig (Berufsverkehr), persönliche Erfahrungen: System nerven eher, Längsführung in Ordnung, leichte Übersteuerung","",""
"87","2022-08-05 13:35:41","3","de","375189825","2022-08-05 12:38:43","2022-08-05 13:35:41","77","","","Y","","","","","Abwechslung zwischen Tablet und Fahrgeschehen, zwischendurch prüfende Blicke in Umgebung, versucht teilweise die Warnungen durch kurze Blicke hin und her nicht zu aktivieren, angespannt, Szenario 2 erkannt und Automation per Button deaktiviert, dann wieder manuell gefahren zwischen 110 und 120, ab nächstem 120 km/h Schild wieder Automation aktiviert, leicht angespannt, genervt, wenig Warnmeldungen, oft auch Blicke in Rückspiegel, Baustelle frühzeitig erkannt, dann aber noch am Tablet gearbeitet, langsam nach links gelenkt (Notbremsung aktiv, aber nicht kritisch), gelangweilt, Szenario 6 erkannt, Automation deaktiviert per Button und manuell gefahren etwa 105-110, dann kurz vor 120 km/h Schild wieder Automation aktiviert, müde, Pannenfahrzeug erkannt, selbst stark abgebremst, keine Notbremsung, nach links ausgewichen.","","","Baustelle: früh erkannt, aber erst später reagiert, nach links (nicht kritisch Notbremsung), nicht versucht, die Automation zu aktivieren, kurze Umstellung auf aktiv, Spurführung, kein Tablet, Pannenfahrzeug: erkannt und stark gebremst, in Spiegel geschaut","i.o.","verstanden, relativ kurze Warnsequenzen, nach Gefühl hochgeschaut, bisschen nervig","Uhrzeit wäre gut","etwas gebremst, da Automation erst bei stärkerem Bremsdruck abwirft, dann manuell per Button deaktiviert, bei Szenario 2 nicht sicher, ob Probandin das 100 er schild richtig gesehen hat, auch so bei Szenario 6, Geschw. änderungen mitbekommen, bei nächstem 100 er schild display beobachtet","angenehme und gute Spurführung, mittig, kein automatischer Spurwechsel, möchte selbst Kontrolle haben","Ja","Ja","Ja","Unsic","persönlich viel Fahren auf wenig befahrener Autobahn, entspannteres Fahren Langstrecke, nicht unbedingt HandsOff, eine Hand in der Nähe des Lenkrad für rechtzeitigen Eingriff im Notfall","","leichtes Nicken in der Automation war unangenehm"
"88","2022-08-05 15:35:43","3","de","1847527300","2022-08-05 14:44:23","2022-08-05 15:35:43","78","","Y","","","","paarmal HandsOn Warnung erhalten, sehr mit Tablet beschäftigt, Hand nur leicht am Lenkrad, Szenario 2 nicht erkannt, kaum Blicke zum Fahrgeschehen, Baustelle nicht erkannt, Notbremsung bis Stillstand, dann manuelle Fahrt, in Baustelle bis zu 110 km/h schnell, nach Baustelle kurz noch manuell gefahren, dann Automation aktiviert, Szenario 6 nicht erkannt, Probandin hat alle Fragen beantwortet zu Beginn von m11, nochmal Quiz von vorne, außschließlich Konzentration auf Quizfragen, keine Beobachtung des Fahrgeschehens, Pannenfahrzeug überhaupt nicht erkannt, Notbremsung bis Stillstand, dann nach Aufforderung nach links","","","","Schnellleserin","Baustelle: eigentlich vorher schon erkannt, aber dann Ablenkung durch Tablet, keine Tabletbeschäftigung und keien Automationversuche, Pannenfahrzeug erst bei Notbremsung erkannt.","i.o.","sofort wahrgenommen, nicht nervig, Hände nur leicht am Lenkrad, vllt auch durch Tippen am Tablet beeinflusst","einfacher umso besser","nicht regelmäßig die Geschwindigkeiten gecheckt, eher in Rückspiegel und nach vorne, Systemvertrauen","schon persönliche Erfahrungen (Volvo), ruhiges Verhalten, automatischer Spurwechsel gewünscht","Nein","Ja","Ja","Manue","in echt kein Systemvertrauen, manuelles Fahren unterstützt von Systemen (Volvo System), adaptive Geschwindigkeit gerne","schnellerer Warnton für HandsOnDetection bzw. Kameraüberwachung und Müdigkeitserinnerung, Warnton schriller und mit vibration verbunden","für Linkshänder schwieriger das Tablet zu bedienen"
"89","2022-08-05 17:27:00","3","de","","2022-08-05 16:35:00","2022-08-05 17:27:00","79","","Y","","","","häufig wechselndes Blickverhalten zwischen Tablet und Umgebung, zwischendurch Display kontrollieren, Szenario 2 eigentlich erkannt, aber dann unsicher, Baustelle frühzeitig erkannt, aber nur langsam rüber, kurz Notbremsung, nicht kritisch,kein Tablet während der Fahrt, meiste Konzentration auf Tablet, dazwischen Überholverkehr beobachten, Rückspiegel, Fahrgeschehen vorne, Szenario 6 nicht erkannt, Pannenfahrzeug nicht erkannt, Notbremsung, währenddessen nach links gezogen.","","","","keine SILAB Daten","Baustelle wahrgenommen, keine Automationsaktivierung und kein Tablet, Pannenfahrzeug nicht erkannt, Notbremsung, in Spiegel geschaut beim Lenken","i.o.","1 mal wahrgenommen, Hände unten am Lenkrad, Warnung verstanden, richtig empfunden, Hand war eigentlich am Lenkrad, zu wenig Druck","i.o.","Szenario 2 erkannt, aber nicht reagiert, weil Geschw. differenz marginal für Fahrer war, Szenario 6 nicht erkannt, Geschw. änderungen aufgefallen","i.o., wäre wünschenswert für automatischen Spurwecshel, Übernahmeaufforderung gewünscht","Ja","Ja","Ja","Manue","bequemer, gemütlicher, entspannter","",""

